"","top.ns.time_ID..df.1","top.ns.time_ID..df.2","top.ns.time_ID..df.3","top.AveExpr","top.F","top.P.Value","top.adj.P.Val"
"FBgn0003882",0.253720874924368,0.545378574987447,0.345667998371131,4.69289797487609,10.9543348494854,0.000330393388789445,0.0146229592935493
"FBgn0027094",-0.26035846535542,0.932364640263909,-0.0947426862548286,6.35821878768017,10.9541508020626,0.000330423193328206,0.0146229592935493
"FBgn0021776",0.962522748987108,0.697867075033889,0.788723741977386,2.12522383835913,10.9451484144007,0.00033188471454843,0.0146364628294058
"FBgn0061356",0.917417575648795,-0.897697329616649,0.802249617002173,5.73497258892685,10.9086226901644,0.000337889276286773,0.0148495297568114
"FBgn0036362",-0.676596984167848,-0.131400674546588,-2.03487351561584,0.299982328878199,10.8991622998856,0.000339464250382993,0.0148671246266351
"FBgn0032008",1.02013052399255,1.84931467458479,0.303108073058229,5.37021184056007,10.8851990747615,0.000341803893771811,0.0148824533928458
"FBgn0052702",1.24398526987034,0.871899432563306,0.435199771795382,4.54424797170166,10.8830480767331,0.000342165911141514,0.0148824533928458
"FBgn0005670",1.41117995927399,2.2788670228265,0.983175788645884,3.38433005851737,10.8505589831667,0.000347686406333665,0.014989839959852
"FBgn0000566",0.163830450520849,1.09211973474755,0.288472696694883,6.39305949719435,10.8447055717154,0.000348691567768252,0.014989839959852
"FBgn0263083",1.01064124225128,1.59603214792834,0.586888687799051,4.64509129136892,10.8400227977672,0.000349498046229476,0.014989839959852
"FBgn0026721",1.44397944770276,0.0916007631308438,0.967758840740584,6.32603775721096,10.8349133166795,0.000350380395377902,0.014989839959852
"FBgn0259896",2.59036861910135,1.98115424899786,1.03079188180427,3.29666606910477,10.8282844332038,0.00035152884517703,0.014989839959852
"FBgn0036838",0.10682450076615,1.48599469453497,0.456534880974228,2.84010932314742,10.8244087586026,0.000352202254371042,0.014989839959852
"FBgn0030327",-0.533453576528676,0.794163112994613,-0.243930781374275,5.87910686148173,10.8202580887937,0.000352925046064304,0.014989839959852
"FBgn0038467",0.0522520758978261,1.36698825748865,0.764675996363084,4.83601674114646,10.7748976500134,0.000360933181663244,0.0152786999341528
"FBgn0028518",0.683557285817294,0.468699831555731,0.863069416874915,4.19838137908528,10.7658258041263,0.000362559050332013,0.0152837192348632
